0,0
0.0134,646
0.0175,1177
0.0219,1560
0.0263,1841
0.0307,2045
0.0352,2194
0.0396,2302
0.044,2381
0.0485,2438
0.0529,2479
0.0574,2510
0.0618,2533
0.0663,2549
0.0706,2587
0.0748,2620
0.0791,2650
0.0833,2676
0.0875,2699
0.0916,2720
0.0958,2739
0.0999,2756
0.1041,2771
0.1082,2785
0.1123,2798
0.1164,2809
0.1205,2820
0.1246,2830
0.1287,2839
0.1328,2847
0.1368,2855
0.1409,2862
0.145,2869
0.149,2875
0.1531,2881
0.1571,2887
0.1612,2893
0.1652,2898
0.1692,2903
0.1733,2908
0.1773,2913
0.1813,2917
0.1854,2922
0.1894,2926
0.1934,2930
0.1974,2934
0.2014,2938
0.2054,2942
0.2094,2946
0.2134,2950
0.2174,2954
0.2214,2958
0.2254,2961
0.2294,2965
0.2334,2969
0.2374,2972
0.2414,2976
0.2454,2979
0.2494,2983
0.2533,2986
0.2573,2990
0.2613,2993
0.2653,2997
0.2692,3000
0.2732,3004
0.2772,3007
0.2811,3010
0.2851,3014
0.2891,3017
0.293,3020
0.297,3024
0.3009,3027
0.3049,3030
0.3088,3034
0.3128,3037
0.3167,3040
0.3207,3044
0.3246,3047
0.3286,3050
0.3325,3053
0.3364,3057
0.3404,3060
0.3443,3063
0.3482,3066
0.3521,3070
0.3561,3073
0.36,3076
0.3639,3079
0.3678,3082
0.3717,3086
0.3757,3089
0.3796,3092
0.3835,3095
0.3874,3098
0.3913,3101
0.3952,3104
0.3991,3108
0.403,3111
0.4069,3114
0.4108,3117
0.4147,3120
0.4186,3123
0.4225,3126
0.4264,3129
0.4303,3132
0.4342,3135
0.438,3138
0.4419,3141
0.4458,3145
0.4497,3148
0.4536,3151
0.4574,3154
0.4613,3157
0.4652,3160
0.4691,3163
0.4729,3166
0.4768,3169
0.4807,3172
0.4845,3175
0.4884,3178
0.4922,3180
0.4961,3183
0.5,3186
0.5038,3189
0.5077,3192
0.5115,3195
0.5154,3198
0.5192,3201
0.5231,3204
0.5269,3207
0.5308,3210
0.5346,3212
0.5384,3215
0.5423,3218
0.5461,3221
0.5499,3224
0.5538,3227
0.5576,3230
0.5614,3232
0.5653,3235
0.5691,3238
0.5729,3241
0.5767,3244
0.5806,3247
0.5844,3249
0.5882,3252
0.592,3255
0.5958,3258
0.5996,3261
0.6035,3263
0.6073,3266
0.6111,3269
0.6149,3272
0.6187,3274
0.6225,3277
0.6263,3280
0.6301,3283
0.6339,3285
0.6377,3288
0.6415,3291
0.6453,3293
0.6491,3296
0.6529,3299
0.6567,3301
0.6605,3304
0.6642,3307
0.668,3309
0.6718,3312
0.6756,3315
0.6794,3317
0.6832,3320
0.6869,3322
0.6907,3325
0.6945,3328
0.6983,3330
0.702,3333
0.7058,3335
0.7096,3338
0.7134,3340
0.7171,3343
0.7209,3346
0.7247,3348
0.7284,3351
0.7322,3353
0.7359,3356
0.7397,3358
0.7435,3361
0.7472,3363
0.751,3365
0.7547,3368
0.7585,3370
0.7622,3373
0.766,3375
0.7697,3378
0.7735,3380
0.7772,3382
0.781,3385
0.7847,3387
0.7885,3390
0.7922,3392
0.7959,3394
0.7997,3397
0.8034,3399
0.8072,3401
0.8109,3404
0.8146,3406
0.8184,3408
0.8221,3411
0.8258,3413
0.8296,3415
0.8333,3417
0.837,3420
0.8407,3422
0.8445,3424
0.8482,3426
0.8519,3429
0.8556,3431
0.8593,3433
0.8631,3435
0.8668,3437
0.8705,3440
0.8742,3442
0.8779,3444
0.8816,3446
0.8854,3448
0.8891,3450
0.8928,3453
0.8965,3455
0.9002,3457
0.9039,3459
0.9076,3461
0.9113,3463
0.915,3465
0.9187,3467
0.9224,3469
0.9261,3471
0.9298,3473
0.9335,3476
0.9372,3478
0.9409,3480
0.9446,3482
0.9483,3484
0.952,3486
0.9557,3488
0.9594,3490
0.9631,3492
0.9667,3493
0.9704,3495
0.9741,3497
0.9778,3499
0.9815,3501
0.9852,3503
0.9889,3505
0.9925,3507
0.9962,3509
0.9999,3511
10.036,3513
10.073,3514
10.109,3516
10.146,3518
10.183,3520
10.220,3522
10.256,3524
10.293,3525
10.330,3527
10.367,3529
10.403,3531
10.440,3533
10.477,3534
10.513,3536
10.550,3538
10.587,3540
10.623,3541
10.660,3543
10.697,3545
10.733,3546
10.770,3548
10.806,3550
10.843,3551
10.880,3553
10.916,3555
10.953,3556
10.989,3558
11.026,3560
11.062,3561
11.099,3563
11.135,3565
11.172,3566
11.208,3568
11.245,3569
11.281,3571
11.318,3572
11.354,3574
11.391,3575
11.427,3577
11.464,3579
11.500,3580
11.537,3582
11.573,3583
11.610,3584
11.646,3586
11.682,3587
11.719,3589
11.755,3590
11.792,3592
11.828,3593
11.864,3595
11.901,3596
11.937,3597
11.974,3599
12.010,3600
12.046,3602
12.083,3603
12.119,3604
12.155,3606
12.192,3607
12.228,3608
12.264,3610
12.301,3611
12.337,3612
12.373,3613
12.409,3615
12.446,3616
12.482,3617
12.518,3618
12.554,3620
12.591,3621
12.627,3622
12.663,3623
12.699,3625
12.736,3626
12.772,3627
12.808,3628
12.844,3629
12.881,3630
12.917,3632
12.953,3633
12.989,3634
13.025,3635
13.061,3636
13.098,3637
13.134,3638
13.170,3639
13.206,3640
13.242,3641
13.278,3643
13.315,3644
13.351,3645
13.387,3646
13.423,3647
13.459,3648
13.495,3649
13.531,3650
13.567,3651
13.604,3652
13.640,3653
13.676,3653
13.712,3654
13.748,3655
13.784,3656
13.820,3657
13.856,3658
13.892,3659
13.928,3660
13.964,3661
14.000,3662
14.036,3662
14.072,3663
14.109,3664
14.145,3665
14.181,3666
14.217,3667
14.253,3667
14.289,3668
14.325,3669
14.361,3670
14.397,3670
14.433,3671
14.469,3672
14.505,3673
14.541,3673
14.577,3674
14.613,3675
14.649,3675
14.685,3676
14.721,3677
14.757,3677
14.793,3678
14.829,3679
14.865,3679
14.901,3680
14.937,3681
14.972,3681
15.008,3682
15.044,3682
15.080,3683
15.116,3684
15.152,3684
15.188,3685
15.224,3685
15.260,3686
15.296,3686
15.332,3687
15.368,3687
15.404,3688
15.440,3688
15.476,3689
15.512,3689
15.548,3690
15.583,3690
15.619,3690
15.655,3691
15.691,3691
15.727,3692
15.763,3692
15.799,3692
15.835,3693
15.871,3693
15.907,3694
15.943,3694
15.978,3694
16.014,3695
16.050,3695
16.086,3695
16.122,3696
16.158,3696
16.194,3696
16.230,3696
16.266,3697
16.301,3697
16.337,3697
16.373,3697
16.409,3698
16.445,3698
16.481,3698
16.517,3698
16.553,3698
16.588,3698
16.624,3699
16.660,3699
16.696,3699
16.732,3699
16.768,3699
16.804,3699
16.840,3699
16.875,3699
16.911,3700
16.947,3700
16.983,3700
17.019,3700
17.055,3700
17.091,3700
17.127,3700
17.162,3700
17.198,3700
17.234,3700
17.270,3700
17.306,3700
17.342,3700
17.378,3700
17.414,3700
17.449,3700
17.485,3700
17.521,3699
17.557,3699
17.593,3699
17.629,3699
17.665,3699
17.701,3699
17.736,3699
17.772,3699
17.808,3698
17.844,3698
17.880,3698
17.916,3698
17.952,3698
17.988,3698
18.023,3697
18.059,3697
18.095,3697
18.131,3697
18.167,3696
18.203,3696
18.239,3696
18.275,3696
18.311,3695
18.346,3695
18.382,3695
18.418,3694
18.454,3694
18.490,3694
18.526,3693
18.562,3693
18.598,3693
18.634,3692
18.670,3692
18.705,3691
18.741,3691
18.777,3691
18.813,3690
18.849,3690
18.885,3689
18.921,3689
18.957,3688
18.993,3688
19.029,3687
19.065,3687
19.101,3686
19.136,3686
19.172,3685
19.208,3685
19.244,3684
19.280,3684
19.316,3683
19.352,3682
19.388,3682
19.424,3681
19.460,3681
19.496,3680
19.532,3679
19.568,3679
19.604,3678
19.640,3678
19.676,3677
19.712,3676
19.748,3676
19.784,3675
19.820,3674
19.856,3673
19.892,3673
19.928,3672
19.964,3671
20.000,3670
20.036,3670
20.072,3669
20.108,3668
20.144,3667
20.180,3667
20.216,3666
20.252,3665
20.288,3664
20.324,3663
20.360,3662
20.396,3662
20.432,3661
20.468,3660
20.504,3659
20.540,3658
20.576,3657
20.612,3656
20.649,3655
20.685,3654
20.721,3653
20.757,3653
20.793,3652
20.829,3651
20.865,3650
20.901,3649
20.937,3648
20.973,3647
21.010,3646
21.046,3645
21.082,3644
21.118,3642
21.154,3641
21.190,3640
21.226,3639
21.263,3638
21.299,3637
21.335,3636
21.371,3635
21.407,3634
21.443,3633
21.480,3631
21.516,3630
21.552,3629
21.588,3628
21.624,3627
21.661,3626
21.697,3624
21.733,3623
21.769,3622
21.806,3621
21.842,3620
21.878,3618
21.914,3617
21.951,3616
21.987,3614
22.023,3613
22.059,3612
22.096,3611
22.132,3609
22.168,3608
22.205,3607
22.241,3605
22.277,3604
22.314,3603
22.350,3601
22.386,3600
22.423,3598
22.459,3597
22.495,3596
22.532,3594
22.568,3593
22.604,3591
22.641,3590
22.677,3588
22.714,3587
22.750,3586
22.787,3584
22.823,3583
22.859,3581
22.896,3580
22.932,3578
22.969,3576
23.005,3575
23.042,3573
23.078,3572
23.115,3570
23.151,3569
23.188,3567
23.224,3565
23.261,3564
23.297,3562
23.334,3561
23.370,3559
23.407,3557
23.443,3556
23.480,3554
23.516,3552
23.553,3551
23.590,3549
23.626,3547
23.663,3546
23.699,3544
23.736,3542
23.773,3540
23.809,3539
23.846,3537
23.883,3535
23.919,3533
23.956,3532
23.993,3530
24.029,3528
24.066,3526
24.103,3524
24.140,3523
24.176,3521
24.213,3519
24.250,3517
24.287,3515
24.323,3513
24.360,3511
24.397,3510
24.434,3508
24.470,3506
24.507,3504
24.544,3502
24.581,3500
24.618,3498
24.655,3496
24.692,3494
24.728,3492
24.765,3490
24.802,3488
24.839,3486
24.876,3484
24.913,3482
24.950,3480
24.987,3478
25.024,3476
25.061,3474
25.098,3472
25.135,3470
25.172,3468
25.209,3466
25.246,3464
25.283,3461
25.320,3459
25.357,3457
25.394,3455
25.431,3453
25.468,3451
25.505,3449
25.542,3446
25.579,3444
25.617,3442
25.654,3440
25.691,3438
25.728,3435
25.765,3433
25.802,3431
25.840,3429
25.877,3426
25.914,3424
25.951,3422
25.989,3420
26.026,3417
26.063,3415
26.100,3413
26.138,3410
26.175,3408
26.212,3406
26.250,3403
26.287,3401
26.324,3399
26.362,3396
26.399,3394
26.436,3392
26.474,3389
26.511,3387
26.549,3384
26.586,3382
26.624,3380
26.661,3377
26.699,3375
26.736,3372
26.774,3370
26.811,3367
26.849,3365
26.886,3362
26.924,3360
26.961,3357
26.999,3355
27.037,3352
27.074,3350
27.112,3347
27.149,3345
27.187,3342
27.225,3340
27.262,3337
27.300,3334
27.338,3332
27.376,3329
27.413,3327
27.451,3324
27.489,3321
27.527,3319
27.564,3316
27.602,3313
27.640,3311
27.678,3308
27.716,3305
27.754,3303
27.792,3300
27.829,3297
27.867,3295
27.905,3292
27.943,3289
27.981,3286
28.019,3284
28.057,3281
28.095,3278
28.133,3275
28.171,3273
28.209,3270
28.247,3267
28.285,3264
28.324,3261
28.362,3259
28.400,3256
28.438,3253
28.476,3250
28.514,3247
28.552,3244
28.591,3242
28.629,3239
28.667,3236
28.705,3233
28.744,3230
28.782,3227
28.820,3224
28.859,3221
28.897,3219
28.935,3216
28.974,3213
29.012,3210
29.050,3207
29.089,3204
29.127,3201
29.166,3198
29.204,3195
29.243,3192
29.281,3189
29.320,3186
29.358,3183
29.397,3180
29.436,3177
29.474,3174
29.513,3171
29.551,3168
29.590,3165
29.629,3162
29.667,3159
29.706,3156
29.745,3153
29.784,3150
29.822,3147
29.861,3144
29.900,3141
29.939,3138
29.978,3135
30.016,3131
30.055,3128
30.094,3125
30.133,3122
30.172,3119
30.211,3116
30.250,3113
30.289,3110
30.328,3106
30.367,3103
30.406,3100
30.445,3097
30.484,3094
30.523,3090
30.562,3087
30.601,3084
30.641,3081
30.680,3078
30.719,3074
30.758,3071
30.798,3068
30.837,3065
30.876,3061
30.915,3058
30.955,3055
30.994,3051
31.033,3048
31.073,3045
31.112,3041
31.152,3038
31.191,3035
31.231,3031
31.270,3028
31.294,2841
31.318,2666
31.341,2501
31.365,2345
31.389,2200
31.413,2062
31.436,1934
31.460,1813
31.484,1699
31.508,1592
31.531,1492
31.555,1398
31.579,1309
31.603,1226
31.626,1148
31.650,1075
31.674,1006
31.698,941
31.721,881
31.745,824
31.769,770
31.793,720
31.816,673
31.840,629
31.864,588
31.888,549
31.911,512
31.935,478
31.959,446
31.983,416
32.006,388
32.030,361
32.054,337
32.078,313
32.101,292
32.125,271
32.149,252
32.173,234
32.196,217
32.220,202
32.244,187
32.268,173
32.291,160
32.315,148
32.339,137
32.363,126
32.386,116
32.410,0
